,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-989-51-9961-7,Sons de luz,"Ferreira, Cristina",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-9961-7
0,978-989-51-7716-5,<O >cavaleiro de Elvas,"Bandeira, Ludmila",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-7716-5
0,978-989-51-9832-0,Estórias do meu mundo,"Ferreira, Leonor, 2005-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-9832-0
0,978-989-52-0791-6,Afetuosamente,"Cunha, Armando, 1979-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-0791-6
0,978-989-51-9403-2,<Os >contos da vovó Mirita,"Silva, Mirita Conde e, pseud.",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-9403-2
0,978-989-51-9655-5,Para sempre,"José, Sandra, 1975-",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-9655-5
0,978-989-52-1020-6,Ginja,"Ricardo, Cláudia",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-1020-6
0,978-989-52-1207-1,À conversa com uma tartaruga-verde,"Pardal, José, 1983-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-1207-1
0,978-989-52-1351-1,<A >ilha misteriosa da imaginação,"Nunes, Raquel, 1995-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-1351-1
0,978-989-774-930-8,<A >floresta mágica,"Dutra, Natércia, 1967-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-930-8
0,978-989-774-545-4,Carolina tem medo,"Ramos, Sylvia",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-545-4
0,978-989-774-407-5,Mamã conta-me uma história,"Costa, Rosa, 1976-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-407-5
0,978-989-52-0738-1,Bubu e os bichos,"Muacho, Ana Paula, 1974-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-0738-1
0,978-989-774-447-1,<O >príncipe da liberdade,"Correia, Jacinta, 1973-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-447-1
0,978-989-774-495-2,Em bicos de pés,"Pinheiro, Alexandra, 1969-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-495-2
0,978-989-52-0046-7,<O >espelho mágico,"Costa, Natália das Dores Angélica da, 1984-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-0046-7
0,978-989-51-9032-4,Barrigas de amor,"Gonçalves, Milene, 1983-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-51-9032-4
0,978-989-774-209-5,Umberto sem H,"Morgado, Joana",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-774-209-5
0,978-989-99552-8-8,Cascais capital do surf português,"Leandro, Filipa, 1972-",Filipa Leandro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99552-8-8
0,978-989-99552-9-5,"Cascais, capital of portuguese surfing and it's all down to King D. Luís and his love of swimming in the sea!","Leandro, Filipa, 1972-",Filipa Leandro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99552-9-5
0,978-989-673-613-2,Pai-nosso que estais nos Céus,"Marchon, Benoit",Paulinas,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-673-613-2
0,978-989-673-614-9,Ave-Maria cheia de graça,"Lasa, Catherine de",Paulinas,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-673-614-9
0,978-989-673-615-6,Credo,"Debruynne, Jean",Paulinas Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-673-615-6
0,978-989-673-596-8,<A >minha Bíblia,"López Pastor, Jesús",Paulinas,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-673-596-8
0,978-989-673-603-3,<Um >dia em Fátima,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-673-603-3
0,978-989-8784-56-8,Clara e o segredo do grande lago,"Gonçalves, Ana Teresa",Caminho das Palavras,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8784-56-8
0,978-972-36-1551-7,<O >meu amigo dentista,"Silva, Rui Pedro, 1976-",Afrontamento,D.L. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1551-7
0,978-972-0-34656-8,<As >mãos não são para bater,"Agassi, Martine, 1966-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-346-568
0,978-972-0-04983-4,Princesas pop,"Banks, Rosie, 198?-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-04983-4
0,978-972-0-70960-8,<O >coelhinho avarento,"Amaral, Isabel Ricardo, 1964-",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-70960-8
0,978-972-0-70349-1,Quero ser youtuber,"Silva, Julia ",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-70349-1
0,978-972-0-73000-8,<As >anedotas do Panda,,,,
0,978-972-0-70690-4,Primeiros livros,"Águas, Catarina, 1983-",Porto Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-70690-4
0,978-972-0-72617-9,"Pipo, o urso que não queria ficar sozinho","Almeida, Clementina Pires de",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72617-9
0,978-972-0-72615-5,"Duda, o leão que tinha medo","Almeida, Clementina Pires de",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72615-5
0,978-972-0-70580-8,<Os >12 meses do ano,"Nille, Peggy, 1972-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-70580-8
0,978-972-0-70938-7,Malaquias vence o medo,"Cordeiro, Mário, 1955-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-70938-7
0,978-972-0-72992-7,"365 dias, 365 piadas com adivinhas engraçadas","Morais, Miguel",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72992-7
0,978-972-21-2847-6,<O >museu do pensamento,"Bértolo, Joana, 1982-",Caminho,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2847-6
0,978-972-37-1975-8,<A >noite,"Pina, Manuel António, 1943-2012",Assírio & Alvim,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-37-1975-8
0,978-972-21-2839-1,Animais e animenos e outros bichos mais pequenos,"Duarte, Rita Taborda, 1973-",Caminho,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2839-1
0,978-972-0-04843-1,Sr. Pivete,"Walliams, David, 1971-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-04843-1
0,978-989-23-4173-6,<O >cancro não gosta de beijinhos,"Sliwerski, Jessica Reid",ASA,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-23-4173-6
0,978-989-99784-3-0,<Os >pequenos seres da floresta,"Vicente, Maria da Conceição, 195?-",Trinta por uma Linha,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99784-3-0
0,978-972-21-2865-0,Dias úteis,"Portela, Patrícia, 1974-",Caminho,imp. 2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2865-0
0,978-989-8582-47-8,"Nós, as letras","Neves, Pedro Teixeira, 1969-",Tropelias & Companhia,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8582-47-8
0,978-972-53-0604-8,No fundo do lago,"Kuefler, Joseph",Bizâncio,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0604-8
0,978-972-793-217-7,<A >fábrica de chocolate do senhor Coelho,"Dolan, Elys",Minutos de Leitura,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-793-217-7
0,978-972-36-1585-2,Aroyo e a galinha Evalina,"Pacheco, Bernardino",Afrontamento,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1585-2
0,978-972-36-1539-5,Contos de querer e poder,"Ferreira, Manuela Barros",Afrontamento,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1539-5
0,978-989-23-3708-1,<A >história da Gata das Botas,"Potter, Beatrix, 1866-1943",ASA,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-23-3708-1
0,978-972-36-1480-0,Sete dias de verão,"Magina, Bruno, 1984-",Afrontamento,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1480-0
0,978-972-36-1482-4,<A >minha mãe anda estranha,"Baptista, Ricardo, 1978-",Afrontamento,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1482-4
0,978-972-36-1481-7,Viagem a Coimbra,"Magina, Bruno, 1984-",Afrontamento,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1481-7
0,978-972-27-2583-5,Quem é esta gente nos Painéis de São Vicente?,"Magalhães, Ana Maria, 1946-",Imprensa Nacional-Casa da Moeda,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-27-2583-5
0,978-972-36-1559-3,Basta imaginar,"Lóio, João",Afrontamento,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-36-1559-3
0,978-989-616-814-8,Ada Byron Lovelace e a máquina pensadora,"Wallmark, Laurie",Gradiva,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896168148
0,978-989-8857-51-4,Pintar com os dedos,"Watt, Fiona, 1960-",Jacarandá,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8857-51-4
0,978-989-8857-86-6,<As >mensagens do Papa Francisco explicadas às crianças,"Galliot, Lucile",Jacarandá,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8857-86-6
0,978-989-8857-15-6,Jogos de matemática,"Smith, Sam",Jacarandá,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8857-15-6
0,978-989-648-876-5,<O >rapaz que salvou os livros,"Gonzalez, Maria Teresa Maia, 1958-",Pass,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-648-876-5
0,978-989-648-996-0,<A >ONU e tu,"Gonzalez, Maria Teresa Maia, 1958-",Pass,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-648-996-0
0,978-989-648-919-9,Tens uma mensagem,"Gonzalez, Maria Teresa Maia, 1958-",Zero a Oito,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-648-919-9
0,978-989-648-918-2,<O >livro da Ave-Maria,"Gonzalez, Maria Teresa Maia, 1958-",Zero a Oito,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-648-918-2
0,978-989-648-977-9,<A >porta azul do mar,"Gonzalez, Maria Teresa Maia, 1958-",Pass,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-648-977-9
0,978-989-99784-8-5,E para o poeta outro modo de olhar,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99784-8-5
0,978-989-99784-6-1,Poemas da bicharada,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99784-6-1
0,978-972-23-6105-7,George e a lua azul,"Hawking, Lucy, 1970-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722361057
0,978-989-641-708-6,<O >regresso de Mary Poppins,"Travers, P. L., 1900-1996",Relógio d'Água,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789896417086
0,978-989-702-317-0,Coração das trevas,"Conrad, Joseph, 1857-1924",Guerra & Paz,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-702-317-0
0,978-972-23-6061-6,Princesa das águas,"Pimenta, Paula, 1975-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722360616
0,978-972-0-72781-7,<O >estranhão,"Magalhães, Álvaro, 1951-",Porto Editora,D.L. 2014,http://urn.bn.pt/isbn/mods/xml?id=9789720727817
0,978-972-0-72782-4,<O >estranhão 2,"Magalhães, Álvaro, 1951-",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=9789720727824
0,978-972-0-72786-2,Viagem no tempo em cuecas,"Magalhães, Álvaro, 1951-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789720727862
0,978-972-23-6122-4,<Um >sonho de amor em Lisboa,"Stilton, Geronimo, pseud.",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722361224
0,978-972-23-5996-2,Fuga da biblioteca do sr. Lemoncello,"Grabenstein, Chris, 1955-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722359962
0,978-972-23-6133-0,<O >mundo dos supersauros,"Burridge, Jay Jay, 1971-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722361330
0,978-972-23-5928-3,<A >terra de Ana,"Gaarder, Jostein, 1952-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722359283
0,978-972-23-6128-6,<O >sol também é uma estrela,"Yoon, Nicola, 1972-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722361286
0,978-989-641-777-2,Lord Jim,"Conrad, Joseph, 1857-1924",Relógio d'Água,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-641-777-2
0,978-972-0-72787-9,<O >último a dormir apaga a lua,"Magalhães, Álvaro, 1951-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789720727879
0,978-989-641-700-0,Joanica-Puff,"Milne, A. A., 1882-1956",Relógio d'Água,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789896417000
0,978-989-641-669-0,<O >coração é um caçador solitário,"MacCullers, Carson, 1917-1967",Relógio d'Água,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-641-669-0
0,978-972-0-04865-3,<O >coração de Simon contra o mundo,"Albertalli, Becky, 1982-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789720048653
0,978-972-0-03011-5,Através dos meus pequenos olhos,"Ortiz, Emilio, 1974-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789720030115
0,978-989-774-719-9,<Um >brilhozinho nos olhos,"Estveves, Maria J., 1972-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897747199
0,978-989-52-1511-9,Quatro contos quânticos!?,"Mendes, Inês Barradas",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895215119
0,978-989-774-108-1,<As >viagens mais longas do mundo... as da nossa comida,"Cruz, Sandra Inês",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897741081
0,978-989-52-0592-9,<O >Martim mora em duas casas,"Fonseca, Patrícia",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895205929
0,978-989-51-9983-9,<O >meu avô Gaspar,"Costa, Luís Gaspar da, 1979-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895199839
0,978-989-52-1046-6,<A >bruxa verucha,"Dores, Vanda, 1978-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895210466
0,978-989-774-083-1,Vinte histórias para crianças,"Tendeiro, Ana Paula, 1952-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897740831
0,978-989-52-0831-9,<A >abelha polenzinha,"Valente, Maria Celeste",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895208319
0,978-989-52-1110-4,No mar existem muitas estrelinhas menos uma,"Tapadas, Inês",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895211104
0,978-989-774-381-8,Vem descobrir Tundra,"Martins, João Pedro, 1967-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897743818
0,978-972-0-04883-7,"Quem não sonha voar, Alice?","Johnson, Julia Claiborne",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789720048837
0,978-989-52-1689-5,<O >mundo nos meus sonhos,"Garção, Mariana",Chiado Editora Kids,2018,http://urn.bn.pt/isbn/mods/xml?id=9789895216895
0,978-989-52-1145-6,Sorrir em Trás-os-Montes,"Prada, Daniela, 1975-",Chiado Books Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895211456
0,978-989-52-1428-0,<A >bordo dos descobrimentos,"Silva, Matilde, 2004-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895214280
0,978-989-702-298-2,Orgulho e proconceito,"Austen, Jane, 1775-1817",Guerra & Paz,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-702-298-2
0,978-989-52-0669-8,Crónicas de uma baleia,"Lucas, Ana",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895206698
0,978-989-774-039-8,<A >história do gato Xaneca,"Cortez, Cristina",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897740398
0,978-989-51- 9756-9,Contos despertos,"Saraiva, Sandrine, 1980-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895197569
0,978-989-51-9904-4,<A >Pipa e o amor,"Ladeira, Cátia, 1983-",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=9789895199044
0,978-989-52-0512-7,Molas nos ténis,"Sousa, Marília de",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895205127
0,978-989-51-9215-1,Aprender e ensinar,"Afonso, Joana, 1989-",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=9789895192151
0,978-989-51-9708-8,<O >dia em que o elefante Diomar conheceu a neve,"Marques, Rui Silva",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895197088
0,978-989-51-9653-1,Amadis de Gaula,"Lourenço, Helena, 1980-",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895196531
0,978-989-52-0263-8,<Os >contos do pastor,"Nunes, Ana",Chiado Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895202638
0,978-989-52-1803-5,Contos de Natal,"Mendes, Luísa, 1952-",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895218035
0,978-989-51-8144-5,<O >rei e a princesa,"Farinha, José, 1966-",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=9789895181445
0,978-989-52-0175-4,<Os >anjinhos climáticos,"Manrich, Anny",Chaido Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895201754
0,978-989-52-0014-6,<A >graça e a desgraça de Frei Julim del Paça,"Bastos, Maria de",Chiado Editora Kids,2017,http://urn.bn.pt/isbn/mods/xml?id=9789895200146
0,978-989-99758-1-1,"Santiago, o lince da Herdade das Romeiras","Mateus, Isabel Maria Fidalgo, 1969-",s.n.],2018,http://urn.bn.pt/isbn/mods/xml?id=9789899975811
0,978-989-691-672-5,<As >narrativas do Bruno,"Costa, José Ribeiro da, 1940-",José Ribeiro da Costa,2017,http://urn.bn.pt/isbn/mods/xml?id=9789896916725
0,978-972-25-3349-2,André e a esfera mágica,"Gonzaga, Manuela, 1951-",Bertrand Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722533492
0,978-989-657-946-3,Rebeldia,"Carvalho, Cristina, 1949-",Planeta,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-657-946-3
0,978-989-660-457-8,<Os >loucos da rua Mazur,"Coelho, João Pinto, 1967-",Leya,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-660-457-8
0,978-989-707-628-2,<A >barragem assombrada,"Macedo, Maria Francisca, 1988-",Booksmile,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-628-2
0,978-972-25-3157-3,"Theodore Boone, o fugitivo","Grisham, John, 1955-",Bertrand,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722531573
0,978-989-20-7616-4,<O >nome dos poemas,"Costa, Soledade Martinho",Vela Branca,2017,http://urn.bn.pt/isbn/mods/xml?id=9789892076164
0,978-989-641-692-8,<A >casa no Largo Puff,"Milne, A. A., 1882-1956",Relógio d'Água,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789896416928
0,978-989-707-527-8,<Um >rapto inesperado,"Macedo, Maria Francisca, 1988-",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-527-8
0,978-989-707-526-1,Mistério no hospital,"Macedo, Maria Francisca, 1988-",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-526-1
0,978-989-707-629-9,Perigo na floresta,"Macedo, Maria Francisca, 1988-",Booksmile,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-629-9
0,978-989-8812-62-9,<Os >segredos do Lapedo,"Araújo, Paula, 1964-",Textiverso,2017,http://urn.bn.pt/isbn/mods/xml?id=9789898812629
0,978-989-8504-09-8,"<As >aventuras de Pipi, o macaco cor-de-rosa","Collodi, Carlo, pseud.",4Estações,2017,http://urn.bn.pt/isbn/mods/xml?id=9789898504098
0,978-989-641-695-9,Vinte mil léguas submarinas,"Verne, Jules, 1828-1905",Relógio d'Água,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789896416959
0,978-989-20-7982-0,Crónicas de porcelana,"Costa, Soledade Martinho",Sarrabal,2017,http://urn.bn.pt/isbn/mods/xml?id=9789892079820
0,978-972-23-6067-8,Gregor,"Collins, Suzanne, 1962-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722360678
0,978-972-23-6104-0,Querido mundo,"Alabed, Bana, 2009-",Editorial Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722361040
0,978-972-23-5964-1,<A >explosão do populismo,"Judis, John B., 1941-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-23-5964-1
0,978-989-671-370-6,Autocolantes das organizações da FUR (Frente de Unidade Revolucionária),"Pereira, Pacheco, 1949-",Tinda-da-China,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-370-6
0,978-989-671-404-8,Matar Salazar,"Araújo, António de, 1966-",Tinta-da-China,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-404-8
0,978-989-616-722-6,<O >dia em que o mar voltou,"Gizzas, Miguel",Gradiva,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-616-722-6
0,978-972-25-3418-5,<O >apelo selvagem,"London, Jack, pseud.",Bertrand,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722534185
0,978-972-23-6092-0,<O >ódio que semeias,"Thomas, Angie, 1987-",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722360920
0,978-989-671-369-0,"<A >guerra civil em Angola, 1975-2002","Pearce, Justin",Tinta-da-China,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-369-0
0,978-972-23-5766-1,"Portugal, saído das sombras","Lochery, Neill",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-23-5766-1
0,978-989-644-457-0,Contra o vento,"Alexandre, Valentim, 1942-",Temas e Debates,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-644-457-0
0,978-972-25-3450-5,Made in America,"Bryson, Bill, 1951-",Quetzal,2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-25-3450-5
0,978-972-25-3340-9,Regresso à pequena ilha,"Bryson, Bill, 1951-",Bertand Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-25-3340-9
0,978-972-25-3278-5,China,"Wang, Hui",Bertrand,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-25-3278-5
0,978-972-23-6085-2,<A >árvore das mentiras,"Hardinge, Frances",Presença,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722360852
0,978-972-53-0600-0,<O >que não podemos saber,"Du Sautoy, Marcus, 1965-",Bizâncio,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0600-0
0,978-972-23-6153-8,<La >belle sauvage,"Pullman, Philip, 1946-",Presença,2018,http://urn.bn.pt/isbn/mods/xml?id=9789722361538
0,978-989-8784-55-1,<O >poeta e a estrelinha de luz,"Ramalho, António",Caminho das Palavras,2017,http://urn.bn.pt/isbn/mods/xml?id=9789898784551
0,978-989-644-405-1,Guerra aos Jesuítas,"Vogel, Christine, 1973-",Círculo de Leitores,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-644-405-1
0,978-989-741-846-4,"1640, o poeta, a professa, o prosador e o pregador","Barroqueiro, Deana, 1945-",Casa das Letras,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-741-846-4
0,978-989-616-775-2,Para o infinito,"Rees, Martin",Gradiva,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-616-775-2
0,978-989-51-9359-2,Guerra fria!,"Figueiredo, Diogo",Chiado Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=9789895193592
0,978-972-0-04044-2,<O >diário de Anne Frank,"Folman, Ari, 1962-",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=9789720040442
0,978-989-23-3721-0,Motins em Nova Iorque,"Lambil, Willy, 1936-",ASA,2017,http://urn.bn.pt/isbn/mods/xml?id=9789892337210
0,978-989-8855-32-9,<O >livro dos dentes,"Madeira, Hugo, 1938-",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8855-32-9
0,978-989-23-3866-8,Ladrões do tempo,"Louro, Luís, 1965-",Asa,2017,http://urn.bn.pt/isbn/mods/xml?id=9789892338668
